Owner Bucket  ?,Case Number,Account Name,Subject,Description,Resolution/Root Cause,Priority,Primary CSM,Created By,Date/Time Opened,Case Age,Category,Sub-Category,Age,Business Hours Age
,211597,Exabeam,Forecast Config change request,"Hello,

I'd like to request a new forecast tab. We recently moved to the tab ""Sales (ACV)"" and changed it to default mode as we were merging SFDC instances. Now we would like to move back to products mode on this forecast tab. 

I do not want to overwrite on the current ""Sales (ACV)"" tab, keep it as a back up. We will need all 31 columns on the current Sales (ACV) on the new tab. We currently have an available tab called ""Sales (ACV) 2"" which I would be ok with adding in the 31 columns to match. Or if it's easier, copy the ""Sales (ACV)"" tab and call it Sales (ACV) 3, while changing it to products mode.

Other requirements: 
- Current column name ""Gross ACV-E Booked"" should be changed to ""Gross ACV Booked""
- quota/bookings query: (added ""NOT"" in front of adaptive category listings, can you fix if that is not the correct syntax?)

For Sales Rep and SE:
'Deal Status' in [""Closed-Won""] AND Scope is ""Owned By Me"" AND 'Adaptive Categories' NOT in [""Co-Pilot Analytics Renewal"", ""Cloud AI Subs","Created the new ""Sales (ACV) 3"" tab",Low,Sarah Fagan,David Messerli,"2/4/2025, 12:02 PM",1,Configuration,Forecast - Update,18,10.0925
,211637,Aqua Security,Duplicate Columns for Renewals Tab,"Customer is looking to duplicate columns ""CRO Deals in Forecast"" ""TVP Deals in Forecast"" and ""Deals in Forecast"" from the New & Upsell tab in the Renewals tab using Renewals and Renewals & Upsell opportunities","We have duplicated columns ""CRO Deals in Forecast"" ""TVP Deals in Forecast"" and ""Deals in Forecast"" from the New & Upsell tab in the Renewals tab using Renewals and Renewals & Upsell opportunities as requested",Low,Pooled CSM,Sarah Fagan,"2/4/2025, 2:27 PM",2,Configuration,Forecast - Update,51,35.19944444
,211624,Synopsys Inc.,Update to Calculation in Forecasting,"Hi,

We have a Renewal Rep(shadow) forecast where i would like to add a column and then update the formulas for two of our columns.
New Column - Likely Renewal ACV - this essentially would be the same filtering we have for the Likely forecast, but summarize Renewal ACV Amount and not ACV Amount. so it should be Closed/Commit/Expected
Updates to columns = Gross Retention = this actually should be called Forecasted Net Retention
Net Retention = lets rename to Forecasted Gross Retention and update the calculation to be Likely Renewal ACV (New Column above)/CQ Expiring ACV

please let me know if you have any questions!
thanks
Courtney","Created the new ""Likely Renewal ACV"" forecast column using the ""Renewal ACV Value"" field, renamed the columns, and updated the formula for the ""Forecasted Gross Retention"" calculation column in the ""Renewal Rep (Shadow)"" tab.
Made the 'Likely Renewal ACV",Low,Marina Addonizio,Courtney Holmberg,"2/4/2025, 1:41 PM",3,Configuration,Forecast - Update,78,52.31333333
,211653,GitLab,Gross Most Likely tab,"Hi Team, we will need a new column called ""Gross Most Likely."" Please add this column to the WIP ARR tab for testing purposes using the following filtering to include the Close Date and Split Scope filters:

(Type in [""New Business"", ""Add-On Business""] OR (Type is ""Renewal"" AND (('Opportunity Category' in [""Decommission""] OR 'Net ARR [opportunity.net_arr_2__c]' in ["">=0""]) OR ('Closed Lost/Unqualified Reason' in [""Merged into another opportunity""] AND 'Forecasted Churn (for Clari)' in [""0""])))) AND 'Net Most Likely' in [""Checked""] AND Label is ""Net ARR""","created the new ""Gross Most Likely"" column and updated the Net Most Likely column in the WIP ARR tab",P3,Lizzie Rupp,Kathleen Rintelman-Betances,"2/4/2025, 5:44 PM",2,Configuration,Forecast - Update,41,24.96444444
,211646,Wind River Systems,Please duplicate the columns on our forecast tab 'Total' to 'China' and 'Japan',"I need to duplicate my 'Total' forecast tab to the Japan and China tabs. I will also be adding the filter to all the columns for China and Japan to be 	Primary_Country__c = ""CHINA"" or	Primary_Country__c = ""JAPAN"" respectively.

Thanks!","1)The opportunity.primary_country__c Field is completely loaded 

2) We have updated the Japan and China tab to  match the 'Total' forecast tab by completely replacing the current columns in the China and Japan tabs as confirmed",Low,Jason Parawan,Andrew Dahlkemper,"2/4/2025, 4:14 PM",11,Configuration,Forecast - Update,267,129.7502778
,211690,THE BEATLES _ TESTING,Change Product Configuration Test1,Change Product Configuration Test1,Part of testing,P3,Winnie Nguyen,George Harrison,"2/5/2025, 4:58 AM",0,Configuration,Forecast - Update,18,13.03027778
,211750,Eptura,Build Request: Thoma Bravo Dashboards,"Hi team!

This customer is part of the Thoma Bravo portfolio. Can we please get the standard TB dashboards in this org?",n/a,Low,Sarah Fagan,Ali Brustad,"2/5/2025, 9:21 AM",7,Configuration,Dashboard - Update,178,88.64833333
,211798,Recorded Future,Add  'Available to Renew' column in Net New Performance tab,"Hello,

Please add a column titled ""Available to Renew"" to the Net New Performance tab directly to the right of the 'N+U Forecast' column with the logic as follows: 

Stage = Closed Won
ARR End date = 12/31/2024 through 3/30/2025
Opportunity Type = Existing Cust - License or Suppt Renewal

Calculating on the ARR field","We have  added a column titled ""Available to Renew"" to the Net New Performance tab directly to the right of the 'N+U Forecast' column with the logic provided",Low,Andrew Seymour,Brian Maher,"2/5/2025, 11:56 AM",1,Configuration,Forecast - Update,18,10.01305556
,211805,Recorded Future,Adding Reverse Churn Column to Net New Performance tab,"Hello, 

On our net new forecasting tab we have a 'Reverse Churn' column, we would like to add that column with no changes to logic into our net new performance tab, directly next to the churn forecast column",We have adding 'Reverse Churn' Column into Net New Performance tab as requested,Low,Andrew Seymour,Brian Maher,"2/5/2025, 12:21 PM",1,Configuration,Forecast - Update,18,9.613888889
,211803,Recorded Future,Adding 'Summed Churn' Column into Net New Performance tab,"We have a 'Summed Churn' column in the Net New Forecasting tab and we need to add that column with the same logic into our Net New Performance tab, directly on the right on Churn Forecast column",We have adding 'Summed Churn' Column into Net New Performance tab as requested,Low,Andrew Seymour,Brian Maher,"2/5/2025, 12:19 PM",1,Configuration,Forecast - Update,29,21.05222222
,211794,"Digital Realty Trust, Inc., its general partner",add field to forecasting views,"Please help me add field ""Link to EMEA SFDC"" fall all underlaying views in Forecasting and all existing views between Name and CRM score columns.","We will not be able to add any other column in between  Name and CRM score columns ,as the  Name and CRM score  as coming by default and will be able to be change the order if this two columns

We have added ""Link to EMEA SFDC"" field after the owner fie",Low,Lizzie Rupp,Olena Reese,"2/5/2025, 11:32 AM",12,Configuration,Forecast - Update,294,134.0605556
,211801,Synopsys Inc.,Synopsys GTM Clari - Please update to Forecast via Forecast Configuration file attached - create 2 new tabs and add columns,"Hello Clari support,

Attached is a new forecast configuration file that we need to implement in GTM Clari Sandbox (org ID 2749).   File attached is clari_forecasting_config_S_A_02042025.xlsx. 

Forecast Module
•	We want to create two new forecast tabs (as highlighted in yellow) and have the following forecastId assigned to them respectively (see attached excel file for details):
1.	forecastId=forecast_sa		(tab title:  S&A)
2.	forecastId=forecast_sa_rev  	(tab title: <please leave blank intentionally>)

•	We want to make a few text changes (bolded in red and highlighted in grey) and add columns (highlighted in yellow) to existing forecast tabs with following forecastId  (see attached excel file for details):
1.	forecastId=summary
2.	forecastId=summary_rev

Forecast Configuration

•	In addition, we also want to change the Component Field Aggregation, for forecastId=summary (Total Forecast Summary tab), under Forecasted Bookings in Forecast Configuration. 

•	And change the Component Fie",created two new tab S&A (forecastId=summary) and Blank (forecastId=summary_rev)  and updated the configuration of Total Forecast Summary and blank tab(fc_summary_rev) tab,P3,Marina Addonizio,Carol Cabezas,"2/5/2025, 12:18 PM",11,Configuration,Forecast - Update,261,117.6988889
,211815,"Lakeside Software, LLC",Lakeside - New Forecasting Tab,"Please create a copy of the existing ""Forecast"" forecasting tab using the Partner Manager Mode.
Please title new forecsating tab ""Partner Manager""","Created the new tab ""Partner Manager"" under the Products mode.",Low,Tyler Jass,Erin Martinez,"2/5/2025, 1:21 PM",5,Configuration,Forecast - Update,127,52.64138889
,211844,FloQast,Attainment Tab Not Populating as Expected,"We’re experiencing an issue where the Attainment column in the Attainment tab of the Forecast module is showing null values across the board. We have closed AE upsell deals, which should be reflected in this column based on our definition.

Our expected logic:
The Attainment column should reflect the roll-up of Discrete Expansion ARR on all deals where:

Opportunity Type = Amendment and Renewal
AE Owner is not null

However, despite meeting these criteria, the column remains empty.
Our Clari representative (Erin Yzquierdo Martinez) reviewed this and could not determine why the data is not appearing. They recommended opening a support ticket for further investigation.
Could you please investigate and let us know if there are any configuration issues or data processing delays affecting this column?

Priority: High (as this impacts visibility into AE attainment tracking)",updated the Attainment column in the Attainment tab and it's not showing any errors,Low,Matthew Mcginley,Casey Scurich,"2/5/2025, 4:40 PM",4,Configuration,Forecast - Update,101,33.33277778
,211853,Cohesity,Add new Field Cloud Provider for Co-Sell,Add new Field Cloud Provider for Co-Sell to enter on Clari,The filter is  now visible under the all the views we added it to,P3,Chris Hughes,Uday Bodduna,"2/5/2025, 9:28 PM",2,Configuration,Field Config - Update,45,32
,211881,Checkmarx,Updates to Renewal tab,"1. add column:
Name: Early Loss
Amount: Expected Renewal ACV
Close Date: Last Year
Expected Renewal Date: This Year
Stage: Closed Lost
Opportunity Type: Renewal
Expected Renewal ACV (Excluded): =0

2. Add column:
Name: Early Won w/Downsell
Amount: Decreased ACV (from EACV)
Close Date: Last Year
Expected Renewal Date: This Year
Deal Status: Closed-Won
Opportunity Type: Renewal
Expected Renewal ACV (Excluded): =0

3. Remove column ""Commissionable EACV""

4. Adjust Realistic filters:
a. remove close date filter
add ""In Clari forecast"" = checked 

5. Adjust Best Case filters:
a. remove close date filter
b. add Forecast Category: Commit, Closed, Upside

6. adjust ""Actual ORR"" column formula:
Closed /
Expected Renewal Total - Early Loss - Early Won w/Downsell

7. adjust ""Estimated ORR"" column formula:
Closed + Realistic total / expected renewal Total Total","created the Won Before 2024 column and updated the configuration for the Early Loss & Early Won w/ Downsell, Estimated ORR, and Actual ORR columns in the Renewal tab.",Low,Toni Pang,Lala Djafarov,"2/6/2025, 2:03 AM",1,Configuration,Forecast - Update,26,18.01138889
,211898,Check Point,Change in the forecast cell formula,"Hi,
Today, Clari’s forecast cell has a formula calculated as follows:  FCST call / CQ Target (core)
we’d like to change it to be calculated as: FCST call + OSOF (core) / CQ Target (core)\
we'd like that to be implemented in the Sandbox and, after we confirm, in the Production.
Thanks","In the sandbox, I have hidden the blue line in the FCST Call column and created a new calculation column next to it, which calculates:

(FCST Call + OSOF (Core)) / CQ Target (Core).

Also updated the formula for the ""FCST Call with Secured / CQ Target",P3,Toni Pang,Idan Saranga,"2/6/2025, 5:14 AM",17,Configuration,Forecast - Update,421,188.7655556
,211918,UiPath,Forecast Opt-ins,"Hi team,

We are creating a new ETM model in Salesforce and creating a new one. The updates in Salesforce will be completed over the week-end but we will need to re-do all forecast opt-ins in Clari on Monday - 8 AM UTC.

I will provide a template with the mappings, as discussed with our CSM and Daniel Mosbarger, on Friday.
Raising the ticket now to provide visibility over the request and confirm support can be provided.

Thank you!","bulk opt-in for OWNERS and MGR has been completed, with a total of 2,999 records processed.

Please note that the Viewers opt-in cannot be done in bulk and will need to be handled manually.",P3,Cortney Fickey,Sabin Cigaran,"2/6/2025, 6:20 AM",10,Configuration,Forecast - Update,243,107.6644444
,211892,Bynder,Query contraction forecast+ churn,"Hi team - In our ""Forecasting"" tab we have:
- Contraction
- Churn
In the contraction worst case and best case columns we have a query which shows:
Best case: confirmed contraction + open pipeline contraction
Currently, I think it is pulling all ""Total renewal upsell ARR"" values, so both positive and negative. When I go into the deals and change the filter to only show the <0, it gives the right number. But when I open the deals, also deals with >0 are included. I've attached a video of what I think is happening. Can you fix this?

In addition, in the churn tab, we still have the ""churn forecast"" column - this is linked to our NNARR tab - can you remove this column and link the ""best case"" for churn to the NNARR formula?
Thank you!","1) We have updated the filter under the Downsell tab to pull in opportunity’s that are < 0.


2) The total under the  Best Case scenario column is populated based on the filter that is used to create this column and the 
""This is the sum of all deals ",Low,Rohit Agarwal,Mandy Van Rijn,"2/6/2025, 4:27 AM",5,Configuration,Forecast - Update,130,58.43305556
